Operacao,area,ope,Objetivo_da_Operacao,Aplicacao_de_Recursos,Tempo_Em_Anos,Percentual_de_Subsidio,Operacao_Prefixada,Pendencia_de_Cobertura_do_PROAGRO,Expurgo_da_Operacao,Tipo_de_Assistencia_Tecnica,Tipo_de_Renegociacao,Amparo_da_Operacao,Operacao_Especial,Associados_Beneficiados,Agricultura_Familiar,Pessoas_Assentadas,Grupo_do_Cliente,Faixa_valores,Tipo_de_Cobertura,Pend??ncia_do_PROCERA,Total_do_FNE_Risco,Tipo_de_Tratamento,Forma_de_Credito,Tipo_de_PROAGRO,Operacao_Estruturada,Cultura_Consorciada,Garantia_LCA,Incidencia_de_IOF,Motivo_Renegociacao,Custo_Efetivo_Total,Tipo_de_Conta,Setor_de_Atividade,Subsidio,Destinacao_de_Recursos,Contra_Partida_do_BID,Semi_Arido,Finalidade_do_Financiamento,Agricultura_Irrigada,Tipo_de_Correcao,Fonte_de_Recursos,Programa_de_Credito,Categoria_do_Produtor,Tipo_de_Recurso,Garantia,Operacao_Alongada,Risco_FNE,Tipo_Lei,Operacao_Consignacao,Tem_Bonus,Tem_debito,Tem_garantia,Tem_Indexador_mensal,Tem_Indexador_diario,Tem_Credito_Evento_Semestral,Tem_Credito_Evento_Anual,Tem_Credito_Evento_Mensal,Tem_Credito_Evento_Trimestral,Tem_Debito_Evento_Semestral,Tem_Debito_Evento_Anual,Tem_Debito_Evento_Mensal,Tem_Debito_Evento_Trimestral,Tem_Debito_Evento_Diario,Tem_Desembolso_Unico,Tem_Carencia,E_Renegociada,E_Transferida,Tem_Prejuizo
1.TTBC.B5FVG01001.1,1,1,31,54,1,0,2,0,0,3,0,0,6,NULL,NULL,NULL,46,5,NULL,NULL,0,1,3,1,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,1,1,2,24,433,5,3,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.TTBC.B5FVG01601.1,1,1,31,54,1,0,2,0,0,3,0,0,10,NULL,NULL,NULL,2,5,NULL,NULL,0,1,3,1,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,2,1,1,2,24,226,5,3,0,0,0,NULL,NULL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.TTBC.B5FVG01602.1,1,1,31,54,1,0,2,0,0,3,0,0,11,NULL,NULL,NULL,2,5,NULL,NULL,0,1,NULL,1,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,2,1,1,2,24,226,5,3,0,NULL,0,NULL,NULL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.TTBC.B5FVG01901.1,1,1,2,52,2,0,2,0,0,3,0,0,0,NULL,NULL,NULL,2,6,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,226,5,3,0,0,0,NULL,NULL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1.TTBC.B5FVG02SSW.1,1,1,1,21,4,0,2,0,0,3,0,0,0,NULL,NULL,NULL,2,6,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,226,5,3,0,0,0,NULL,NULL,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1.TTBC.B5FVG02REE.1,1,1,31,54,0,0,2,1,0,3,1,NULL,0,NULL,0,NULL,NULL,5,NULL,NULL,0,1,3,0,0,0,NULL,0,NULL,NULL,6,4,0,NULL,1,1,1,1,2,24,226,5,3,0,NULL,0,NULL,NULL,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1.TTBC.B5FVG02TTG.1,1,1,1,24,5,0,2,0,0,3,0,0,0,NULL,NULL,NULL,2,5,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,226,5,3,0,0,0,NULL,NULL,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1.TTBC.B5FVG02RWW.1,1,1,1,1,6,0,2,0,0,3,0,0,0,NULL,NULL,NULL,46,5,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,434,5,3,0,0,0,NULL,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1.TTBC.B5FVG02501.1,1,1,32,70,6,0,2,0,0,3,0,0,0,NULL,1,NULL,46,5,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,434,5,3,0,0,0,NULL,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.TTBC.B5FVG02601.1,1,1,1,1,6,0,2,0,0,1,0,0,0,NULL,1,NULL,46,5,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,434,5,3,0,0,0,NULL,NULL,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1.TTBC.B5FVG02701.1,1,1,32,1,3,0,2,0,0,1,0,0,0,NULL,1,NULL,46,5,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,434,5,3,0,0,0,NULL,NULL,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.TTBC.B5FVG02801.1,1,1,32,1,3,0,2,0,0,1,0,0,0,NULL,1,NULL,46,5,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,434,5,3,0,0,0,NULL,NULL,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.TTBC.B5FVG02901.1,1,1,32,20,5,0,2,0,0,1,0,0,0,NULL,0,NULL,3,5,NULL,NULL,0,2,3,0,NULL,0,NULL,0,NULL,NULL,5,4,1,NULL,1,1,2,1,2,24,440,2,NULL,0,0,0,NULL,NULL,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1.TTBC.B5FVG02901.2,1,2,32,20,5,0,2,0,0,1,6,0,0,NULL,0,NULL,3,4,NULL,NULL,0,2,3,0,NULL,0,NULL,0,NULL,NULL,5,4,1,NULL,1,1,2,1,2,24,440,2,NULL,0,0,0,NULL,NULL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1.TTBC.B5FVG03001.1,1,1,32,70,6,0,2,0,0,3,0,0,0,NULL,1,NULL,46,5,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,434,5,3,0,0,0,NULL,NULL,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.TTBC.B5FVG03REE.1,1,1,1,24,5,0,2,0,0,1,0,0,0,NULL,1,NULL,20,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,368,5,3,0,0,0,NULL,NULL,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1.TTBC.B5FVG03501.1,1,1,1,24,5,0,2,0,0,1,0,0,0,NULL,1,NULL,20,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,368,5,3,0,0,0,NULL,NULL,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1.TTBC.B5FVG03801.1,1,1,31,20,5,0,2,0,0,1,0,0,0,NULL,0,NULL,3,6,NULL,NULL,0,2,3,0,NULL,0,NULL,0,NULL,NULL,5,4,1,NULL,1,1,2,1,2,24,440,2,NULL,0,0,0,NULL,NULL,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1.TTBC.B5FVG03801.2,1,2,31,20,5,0,2,0,0,1,6,0,0,NULL,0,NULL,3,4,NULL,NULL,0,2,3,0,NULL,0,NULL,0,NULL,NULL,5,4,1,NULL,1,1,2,1,2,24,440,2,NULL,0,0,0,NULL,NULL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1.TTBC.B5FVG04TTG.1,1,1,1,1,6,0,2,0,0,3,0,0,0,NULL,1,NULL,46,5,NULL,NULL,0,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,434,5,3,0,0,0,NULL,NULL,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.TTBC.B5FVG04RWW.1,1,1,1,21,1,0,5,0,0,1,0,0,0,NULL,NULL,NULL,21,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG04501.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG04601.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG04701.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG04801.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG04901.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG05001.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG05SSW.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG05REE.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG05TTG.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG05RWW.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG05501.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG05601.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,21,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG05701.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
1.TTBC.B5FVG05801.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG05901.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG06001.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG06SSW.1,1,1,1,21,1,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG06REE.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
1.TTBC.B5FVG06TTG.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG06RWW.1,1,1,1,21,1,0,5,0,0,1,0,0,0,NULL,NULL,NULL,21,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG06501.1,1,1,1,21,1,0,5,0,0,1,0,0,0,NULL,NULL,NULL,21,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG06601.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG06701.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG06801.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG06901.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG07001.1,1,1,1,21,1,0,5,0,0,1,0,0,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG07SSW.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG07REE.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG07TTG.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG07RWW.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG07501.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,21,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG07601.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,21,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG07701.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG07801.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG07901.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG08001.1,1,1,1,21,1,0,5,0,0,1,0,0,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1
1.TTBC.B5FVG08001.3,1,3,1,21,4,0,2,1,0,1,6,NULL,0,NULL,1,NULL,21,2,NULL,NULL,1,1,3,9,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,2,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1.TTBC.B5FVG08001.4,1,4,1,21,5,0,2,1,0,1,2,NULL,0,NULL,1,NULL,21,2,NULL,NULL,1,1,3,9,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,2,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1.TTBC.B5FVG08001.5,1,5,1,21,5,0,2,1,0,1,6,NULL,0,NULL,1,NULL,21,2,NULL,NULL,1,1,3,9,0,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,NULL,0,2,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1.TTBC.B5FVG08SSW.1,1,1,1,21,1,0,5,0,0,1,0,0,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG08REE.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG08TTG.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG08RWW.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG08501.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
1.TTBC.B5FVG08601.1,1,1,1,21,1,0,5,0,0,1,0,0,0,NULL,NULL,NULL,21,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG08701.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,21,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG08801.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG08901.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG09001.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1
1.TTBC.B5FVG09SSW.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,21,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG09REE.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,1,NULL,21,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG09TTG.1,1,1,1,21,1,0,5,0,0,1,0,0,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,0,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG09RWW.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,NULL,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
1.TTBC.B5FVG09501.1,1,1,1,21,2,0,5,0,0,1,0,0,0,NULL,1,NULL,25,4,NULL,NULL,1,1,3,9,NULL,0,NULL,0,NULL,NULL,6,4,1,NULL,1,1,2,1,2,24,400,5,3,0,0,0,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
